ENTIDAD, YEAR, MES, TOTAL, FUENTE
1,2015,1,578,RENAPO 
1,2015,2,460,RENAPO 
1,2015,3,502,RENAPO 
1,2015,4,481,RENAPO 
1,2015,5,455,RENAPO 
1,2015,6,419,RENAPO 
1,2015,7,428,RENAPO 
1,2015,8,404,RENAPO 
1,2015,9,446,RENAPO 
1,2015,10,504,RENAPO 
1,2015,11,454,RENAPO 
1,2015,12,568,RENAPO 
1,2016,1,562,RENAPO 
1,2016,2,605,RENAPO 
1,2016,3,561,RENAPO 
1,2016,4,472,RENAPO 
1,2016,5,542,RENAPO 
1,2016,6,390,RENAPO 
1,2016,7,414,RENAPO 
1,2016,8,428,RENAPO 
1,2016,9,475,RENAPO 
1,2016,10,458,RENAPO 
1,2016,11,452,RENAPO 
1,2016,12,567,RENAPO 
1,2017,1,543,RENAPO 
1,2017,2,556,RENAPO 
1,2017,3,549,RENAPO 
1,2017,4,458,RENAPO 
1,2017,5,542,RENAPO 
1,2017,6,507,RENAPO 
1,2017,7,495,RENAPO 
1,2017,8,506,RENAPO 
1,2017,9,468,RENAPO 
1,2017,10,468,RENAPO 
1,2017,11,530,RENAPO 
1,2017,12,630,RENAPO 
1,2018,1,658,RENAPO 
1,2018,2,499,RENAPO 
1,2018,3,478,RENAPO 
1,2018,4,471,RENAPO 
1,2018,5,517,RENAPO 
1,2018,6,468,RENAPO 
1,2018,7,505,RENAPO 
1,2018,8,471,RENAPO 
1,2018,9,490,RENAPO 
1,2018,10,471,RENAPO 
1,2018,11,540,RENAPO 
1,2018,12,612,RENAPO 
1,2019,1,731,RENAPO 
1,2019,2,610,RENAPO 
1,2019,3,591,RENAPO 
1,2019,4,538,RENAPO 
1,2019,5,569,RENAPO 
1,2019,6,501,RENAPO 
1,2019,7,494,RENAPO 
1,2019,8,471,RENAPO 
1,2019,9,475,RENAPO 
1,2019,10,517,RENAPO 
1,2019,11,513,RENAPO 
1,2019,12,684,RENAPO 
1,2020,1,654,RENAPO 
1,2020,2,576,RENAPO 
1,2020,3,524,RENAPO 
1,2020,4,482,RENAPO 
1,2020,5,540,RENAPO 
1,2020,6,568,RENAPO 
1,2020,7,727,RENAPO 
1,2020,8,794,RENAPO 
1,2020,9,857,RENAPO 
1,2020,10,956,RENAPO 
1,2020,11,1016,RENAPO 
2,2015,1,1532,RENAPO 
2,2015,2,1343,RENAPO 
2,2015,3,1360,RENAPO 
2,2015,4,1297,RENAPO 
2,2015,5,1346,RENAPO 
2,2015,6,1270,RENAPO 
2,2015,7,1238,RENAPO 
2,2015,8,1317,RENAPO 
2,2015,9,1320,RENAPO 
2,2015,10,1371,RENAPO 
2,2015,11,1451,RENAPO 
2,2015,12,1550,RENAPO 
2,2016,1,1728,RENAPO 
2,2016,2,1659,RENAPO 
2,2016,3,1530,RENAPO 
2,2016,4,1310,RENAPO 
2,2016,5,1383,RENAPO 
2,2016,6,1363,RENAPO 
2,2016,7,1370,RENAPO 
2,2016,8,1418,RENAPO 
2,2016,9,1360,RENAPO 
2,2016,10,1313,RENAPO 
2,2016,11,1357,RENAPO 
2,2016,12,1426,RENAPO 
2,2017,1,1446,RENAPO 
2,2017,2,1523,RENAPO 
2,2017,3,1743,RENAPO 
2,2017,4,1526,RENAPO 
2,2017,5,1477,RENAPO 
2,2017,6,1454,RENAPO 
2,2017,7,1450,RENAPO 
2,2017,8,1509,RENAPO 
2,2017,9,1459,RENAPO 
2,2017,10,1498,RENAPO 
2,2017,11,1502,RENAPO 
2,2017,12,1277,RENAPO 
2,2018,1,1908,RENAPO 
2,2018,2,1355,RENAPO 
2,2018,3,1402,RENAPO 
2,2018,4,1607,RENAPO 
2,2018,5,1722,RENAPO 
2,2018,6,1610,RENAPO 
2,2018,7,1761,RENAPO 
2,2018,8,1696,RENAPO 
2,2018,9,1589,RENAPO 
2,2018,10,1740,RENAPO 
2,2018,11,1733,RENAPO 
2,2018,12,2091,RENAPO 
2,2019,1,2183,RENAPO 
2,2019,2,1856,RENAPO 
2,2019,3,1965,RENAPO 
2,2019,4,1732,RENAPO 
2,2019,5,1737,RENAPO 
2,2019,6,1689,RENAPO 
2,2019,7,1844,RENAPO 
2,2019,8,1721,RENAPO 
2,2019,9,1630,RENAPO 
2,2019,10,1741,RENAPO 
2,2019,11,1643,RENAPO 
2,2019,12,1762,RENAPO 
2,2020,1,2276,RENAPO 
2,2020,2,1991,RENAPO 
2,2020,3,1992,RENAPO 
2,2020,4,3108,RENAPO 
2,2020,5,3893,RENAPO 
2,2020,6,3172,RENAPO 
2,2020,7,2957,RENAPO 
2,2020,8,2718,RENAPO 
2,2020,9,2344,RENAPO 
2,2020,10,2216,RENAPO 
2,2020,11,2140,RENAPO 
3,2018,1,354,RENAPO 
3,2018,2,290,RENAPO 
3,2018,3,296,RENAPO 
3,2018,4,289,RENAPO 
3,2018,5,280,RENAPO 
3,2018,6,287,RENAPO 
3,2018,7,272,RENAPO 
3,2018,8,285,RENAPO 
3,2018,9,277,RENAPO 
3,2018,10,295,RENAPO 
3,2018,11,301,RENAPO 
3,2018,12,319,RENAPO 
3,2019,1,372,RENAPO 
3,2019,2,287,RENAPO 
3,2019,3,314,RENAPO 
3,2019,4,282,RENAPO 
3,2019,5,286,RENAPO 
3,2019,6,315,RENAPO 
3,2019,7,267,RENAPO 
3,2019,8,300,RENAPO 
3,2019,9,309,RENAPO 
3,2019,10,275,RENAPO 
3,2019,11,340,RENAPO 
3,2019,12,325,RENAPO 
3,2020,1,370,RENAPO 
3,2020,2,356,RENAPO 
3,2020,3,330,RENAPO 
3,2020,4,309,RENAPO 
3,2020,5,307,RENAPO 
3,2020,6,325,RENAPO 
3,2020,7,543,RENAPO 
3,2020,8,636,RENAPO 
3,2020,9,461,RENAPO 
3,2020,10,379,RENAPO 
3,2020,11,272,RENAPO 
4,2015,1,336,RENAPO 
4,2015,2,341,RENAPO 
4,2015,3,334,RENAPO 
4,2015,4,350,RENAPO 
4,2015,5,330,RENAPO 
4,2015,6,290,RENAPO 
4,2015,7,340,RENAPO 
4,2015,8,351,RENAPO 
4,2015,9,356,RENAPO 
4,2015,10,367,RENAPO 
4,2015,11,285,RENAPO 
4,2015,12,365,RENAPO 
4,2016,1,436,RENAPO 
4,2016,2,331,RENAPO 
4,2016,3,372,RENAPO 
4,2016,4,370,RENAPO 
4,2016,5,428,RENAPO 
4,2016,6,347,RENAPO 
4,2016,7,417,RENAPO 
4,2016,8,531,RENAPO 
4,2016,9,530,RENAPO 
4,2016,10,563,RENAPO 
4,2016,11,383,RENAPO 
4,2016,12,364,RENAPO 
4,2017,1,367,RENAPO 
4,2017,2,318,RENAPO 
4,2017,3,349,RENAPO 
4,2017,4,381,RENAPO 
4,2017,5,376,RENAPO 
4,2017,6,330,RENAPO 
4,2017,7,409,RENAPO 
4,2017,8,361,RENAPO 
4,2017,9,355,RENAPO 
4,2017,10,347,RENAPO 
4,2017,11,331,RENAPO 
4,2017,12,411,RENAPO 
4,2018,1,433,RENAPO 
4,2018,2,369,RENAPO 
4,2018,3,376,RENAPO 
4,2018,4,342,RENAPO 
4,2018,5,347,RENAPO 
4,2018,6,349,RENAPO 
4,2018,7,397,RENAPO 
4,2018,8,365,RENAPO 
4,2018,9,346,RENAPO 
4,2018,10,378,RENAPO 
4,2018,11,395,RENAPO 
4,2018,12,403,RENAPO 
4,2019,1,378,RENAPO 
4,2019,2,351,RENAPO 
4,2019,3,359,RENAPO 
4,2019,4,373,RENAPO 
4,2019,5,434,RENAPO 
4,2019,6,379,RENAPO 
4,2019,7,401,RENAPO 
4,2019,8,402,RENAPO 
4,2019,9,380,RENAPO 
4,2019,10,434,RENAPO 
4,2019,11,416,RENAPO 
4,2019,12,413,RENAPO 
4,2020,1,425,RENAPO 
4,2020,2,426,RENAPO 
4,2020,3,384,RENAPO 
4,2020,4,378,RENAPO 
4,2020,5,481,RENAPO 
4,2020,6,815,RENAPO 
4,2020,7,1610,RENAPO 
4,2020,8,831,RENAPO 
4,2020,9,424,RENAPO 
4,2020,10,352,RENAPO 
4,2020,11,315,RENAPO 
5,2015,1,1434,RENAPO 
5,2015,2,1057,RENAPO 
5,2015,3,1109,RENAPO 
5,2015,4,965,RENAPO 
5,2015,5,922,RENAPO 
5,2015,6,889,RENAPO 
5,2015,7,986,RENAPO 
5,2015,8,962,RENAPO 
5,2015,9,872,RENAPO 
5,2015,10,875,RENAPO 
5,2015,11,934,RENAPO 
5,2015,12,1096,RENAPO 
5,2016,1,1294,RENAPO 
5,2016,2,1183,RENAPO 
5,2016,3,1095,RENAPO 
5,2016,4,932,RENAPO 
5,2016,5,1046,RENAPO 
5,2016,6,925,RENAPO 
5,2016,7,971,RENAPO 
5,2016,8,934,RENAPO 
5,2016,9,949,RENAPO 
5,2016,10,1013,RENAPO 
5,2016,11,1014,RENAPO 
5,2016,12,1230,RENAPO 
5,2017,1,1264,RENAPO 
5,2017,2,1161,RENAPO 
5,2017,3,1136,RENAPO 
5,2017,4,991,RENAPO 
5,2017,5,932,RENAPO 
5,2017,6,957,RENAPO 
5,2017,7,1041,RENAPO 
5,2017,8,997,RENAPO 
5,2017,9,987,RENAPO 
5,2017,10,1132,RENAPO 
5,2017,11,1323,RENAPO 
5,2017,12,1797,RENAPO 
5,2018,1,1929,RENAPO 
5,2018,2,1319,RENAPO 
5,2018,3,1279,RENAPO 
5,2018,4,1223,RENAPO 
5,2018,5,1218,RENAPO 
5,2018,6,1268,RENAPO 
5,2018,7,1254,RENAPO 
5,2018,8,1219,RENAPO 
5,2018,9,1134,RENAPO 
5,2018,10,1306,RENAPO 
5,2018,11,1436,RENAPO 
5,2018,12,1642,RENAPO 
5,2019,1,1860,RENAPO 
5,2019,2,1542,RENAPO 
5,2019,3,1379,RENAPO 
5,2019,4,1267,RENAPO 
5,2019,5,1244,RENAPO 
5,2019,6,1275,RENAPO 
5,2019,7,1310,RENAPO 
5,2019,8,1342,RENAPO 
5,2019,9,1217,RENAPO 
5,2019,10,1280,RENAPO 
5,2019,11,1388,RENAPO 
5,2019,12,1646,RENAPO 
5,2020,1,1793,RENAPO 
5,2020,2,1595,RENAPO 
5,2020,3,1391,RENAPO 
5,2020,4,1290,RENAPO 
5,2020,5,1367,RENAPO 
5,2020,6,1685,RENAPO 
5,2020,7,2743,RENAPO 
5,2020,8,2718,RENAPO 
5,2020,9,2034,RENAPO 
5,2020,10,2361,RENAPO 
5,2020,11,2981,RENAPO 
6,2015,1,397.0,Registro Civil 
6,2015,2,315.0,Registro Civil 
6,2015,3,318.0,Registro Civil 
6,2015,4,324.0,Registro Civil 
6,2015,5,327.0,Registro Civil 
6,2015,6,356.0,Registro Civil 
6,2015,7,480.0,Registro Civil 
6,2015,8,479.0,Registro Civil 
6,2015,9,407.0,Registro Civil 
6,2015,10,420.0,Registro Civil 
6,2015,11,349.0,Registro Civil 
6,2015,12,386.0,Registro Civil 
6,2016,1,385.0,Registro Civil 
6,2016,2,365.0,Registro Civil 
6,2016,3,420.0,Registro Civil 
6,2016,4,341.0,Registro Civil 
6,2016,5,376.0,Registro Civil 
6,2016,6,398.0,Registro Civil 
6,2016,7,406.0,Registro Civil 
6,2016,8,408.0,Registro Civil 
6,2016,9,378.0,Registro Civil 
6,2016,10,433.0,Registro Civil 
6,2016,11,402.0,Registro Civil 
6,2016,12,382.0,Registro Civil 
6,2017,1,432.0,Registro Civil 
6,2017,2,387.0,Registro Civil 
6,2017,3,439.0,Registro Civil 
6,2017,4,398.0,Registro Civil 
6,2017,5,425.0,Registro Civil 
6,2017,6,399.0,Registro Civil 
6,2017,7,422.0,Registro Civil 
6,2017,8,414.0,Registro Civil 
6,2017,9,404.0,Registro Civil 
6,2017,10,435.0,Registro Civil 
6,2017,11,387.0,Registro Civil 
6,2017,12,420.0,Registro Civil 
6,2018,1,417.0,Registro Civil 
6,2018,2,384.0,Registro Civil 
6,2018,3,408.0,Registro Civil 
6,2018,4,388.0,Registro Civil 
6,2018,5,410.0,Registro Civil 
6,2018,6,423.0,Registro Civil 
6,2018,7,398.0,Registro Civil 
6,2018,8,393.0,Registro Civil 
6,2018,9,374.0,Registro Civil 
6,2018,10,451.0,Registro Civil 
6,2018,11,434.0,Registro Civil 
6,2018,12,420.0,Registro Civil 
6,2019,1,452.0,Registro Civil 
6,2019,2,424.0,Registro Civil 
6,2019,3,402.0,Registro Civil 
6,2019,4,434.0,Registro Civil 
6,2019,5,429.0,Registro Civil 
6,2019,6,436.0,Registro Civil 
6,2019,7,442.0,Registro Civil 
6,2019,8,453.0,Registro Civil 
6,2019,9,425.0,Registro Civil 
6,2019,10,447.0,Registro Civil 
6,2019,11,448.0,Registro Civil 
6,2019,12,509.0,Registro Civil 
6,2020,1,447.0,Registro Civil 
6,2020,2,462.0,Registro Civil 
6,2020,3,414.0,Registro Civil 
6,2020,4,399.0,Registro Civil 
6,2020,5,457.0,Registro Civil 
6,2020,6,521.0,Registro Civil 
6,2020,7,654.0,Registro Civil 
6,2020,8,728.0,Registro Civil 
6,2020,9,708.0,Registro Civil 
6,2020,10,670.0,Registro Civil 
6,2020,11,384.0,Registro Civil 
7,2017,1,2278.0,Registro Civil 
7,2017,2,2019.0,Registro Civil 
7,2017,3,2090.0,Registro Civil 
7,2017,4,2019.0,Registro Civil 
7,2017,5,2144.0,Registro Civil 
7,2017,6,2240.0,Registro Civil 
7,2017,7,2237.0,Registro Civil 
7,2017,8,2156.0,Registro Civil 
7,2017,9,1975.0,Registro Civil 
7,2017,10,2155.0,Registro Civil 
7,2017,11,2054.0,Registro Civil 
7,2017,12,2214.0,Registro Civil 
7,2018,1,1993.0,Registro Civil 
7,2018,2,1659.0,Registro Civil 
7,2018,3,1714.0,Registro Civil 
7,2018,4,1529.0,Registro Civil 
7,2018,5,1588.0,Registro Civil 
7,2018,6,1759.0,Registro Civil 
7,2018,7,1495.0,Registro Civil 
7,2018,8,1509.0,Registro Civil 
7,2018,9,1547.0,Registro Civil 
7,2018,10,1648.0,Registro Civil 
7,2018,11,1578.0,Registro Civil 
7,2018,12,1718.0,Registro Civil 
7,2019,1,2569.0,Registro Civil 
7,2019,2,2068.0,Registro Civil 
7,2019,3,2126.0,Registro Civil 
7,2019,4,2089.0,Registro Civil 
7,2019,5,2328.0,Registro Civil 
7,2019,6,2087.0,Registro Civil 
7,2019,7,2302.0,Registro Civil 
7,2019,8,2188.0,Registro Civil 
7,2019,9,2096.0,Registro Civil 
7,2019,10,2382.0,Registro Civil 
7,2019,11,2424.0,Registro Civil 
7,2019,12,2289.0,Registro Civil 
7,2020,1,2535.0,Registro Civil 
7,2020,2,2086.0,Registro Civil 
7,2020,3,2140.0,Registro Civil 
7,2020,4,2191.0,Registro Civil 
7,2020,5,3269.0,Registro Civil 
7,2020,6,7207.0,Registro Civil 
7,2020,7,3500.0,Registro Civil 
7,2020,8,2269.0,estimacion 
7,2020,9,2300.0,Registro Civil 
7,2020,10,1400.0,Registro Civil 
7,2020,11,1400.0,Registro Civil 
8,2015,1,2435.0,Registro Civil 
8,2015,2,2001.0,Registro Civil 
8,2015,3,1999.0,Registro Civil 
8,2015,4,1786.0,Registro Civil 
8,2015,5,1848.0,Registro Civil 
8,2015,6,1727.0,Registro Civil 
8,2015,7,1700.0,Registro Civil 
8,2015,8,1726.0,Registro Civil 
8,2015,9,1713.0,Registro Civil 
8,2015,10,1731.0,Registro Civil 
8,2015,11,1730.0,Registro Civil 
8,2015,12,2014.0,Registro Civil 
8,2016,1,2337.0,Registro Civil 
8,2016,2,2152.0,Registro Civil 
8,2016,3,2228.0,Registro Civil 
8,2016,4,1935.0,Registro Civil 
8,2016,5,1868.0,Registro Civil 
8,2016,6,1877.0,Registro Civil 
8,2016,7,1762.0,Registro Civil 
8,2016,8,1941.0,Registro Civil 
8,2016,9,1751.0,Registro Civil 
8,2016,10,1914.0,Registro Civil 
8,2016,11,1846.0,Registro Civil 
8,2016,12,2003.0,Registro Civil 
8,2017,1,2434.0,Registro Civil 
8,2017,2,2279.0,Registro Civil 
8,2017,3,2273.0,Registro Civil 
8,2017,4,1831.0,Registro Civil 
8,2017,5,1931.0,Registro Civil 
8,2017,6,1988.0,Registro Civil 
8,2017,7,1833.0,Registro Civil 
8,2017,8,1965.0,Registro Civil 
8,2017,9,1816.0,Registro Civil 
8,2017,10,1902.0,Registro Civil 
8,2017,11,2011.0,Registro Civil 
8,2017,12,2147.0,Registro Civil 
8,2018,1,2503.0,Registro Civil 
8,2018,2,2286.0,Registro Civil 
8,2018,3,2251.0,Registro Civil 
8,2018,4,1996.0,Registro Civil 
8,2018,5,2040.0,Registro Civil 
8,2018,6,2143.0,Registro Civil 
8,2018,7,1824.0,Registro Civil 
8,2018,8,2042.0,Registro Civil 
8,2018,9,1808.0,Registro Civil 
8,2018,10,2111.0,Registro Civil 
8,2018,11,2045.0,Registro Civil 
8,2018,12,2292.0,Registro Civil 
8,2019,1,3107.0,Registro Civil 
8,2019,2,2331.0,Registro Civil 
8,2019,3,2305.0,Registro Civil 
8,2019,4,2070.0,Registro Civil 
8,2019,5,2021.0,Registro Civil 
8,2019,6,1866.0,Registro Civil 
8,2019,7,1990.0,Registro Civil 
8,2019,8,2058.0,Registro Civil 
8,2019,9,1930.0,Registro Civil 
8,2019,10,2157.0,Registro Civil 
8,2019,11,2273.0,Registro Civil 
8,2019,12,2101.0,Registro Civil 
8,2020,1,2930.0,Registro Civil 
8,2020,2,2270.0,Registro Civil 
8,2020,3,2290.0,Registro Civil 
8,2020,4,2736.0,Registro Civil 
8,2020,5,3364.0,Registro Civil 
8,2020,6,2927.0,Registro Civil 
8,2020,7,2717.0,Registro Civil 
8,2020,8,2725.0,Registro Civil 
8,2020,9,2536.0,Registro Civil 
8,2020,10,3099.0,Registro Civil 
8,2020,11,5000.0,Registro Civil 
9,2016,1,7055,RENAPO 
9,2016,2,7157,RENAPO 
9,2016,3,6663,RENAPO 
9,2016,4,5774,RENAPO 
9,2016,5,5729,RENAPO 
9,2016,6,5582,RENAPO 
9,2016,7,5761,RENAPO 
9,2016,8,5590,RENAPO 
9,2016,9,5490,RENAPO 
9,2016,10,5866,RENAPO 
9,2016,11,6135,RENAPO 
9,2016,12,6569,RENAPO 
9,2017,1,6781,RENAPO 
9,2017,2,6448,RENAPO 
9,2017,3,7068,RENAPO 
9,2017,4,6177,RENAPO 
9,2017,5,6041,RENAPO 
9,2017,6,5707,RENAPO 
9,2017,7,5901,RENAPO 
9,2017,8,5821,RENAPO 
9,2017,9,6274,RENAPO 
9,2017,10,6034,RENAPO 
9,2017,11,6035,RENAPO 
9,2017,12,7132,RENAPO 
9,2018,1,7908,RENAPO 
9,2018,2,6643,RENAPO 
9,2018,3,6266,RENAPO 
9,2018,4,5861,RENAPO 
9,2018,5,6028,RENAPO 
9,2018,6,5844,RENAPO 
9,2018,7,5902,RENAPO 
9,2018,8,5852,RENAPO 
9,2018,9,5860,RENAPO 
9,2018,10,6208,RENAPO 
9,2018,11,6395,RENAPO 
9,2018,12,7163,RENAPO 
9,2019,1,7860,RENAPO 
9,2019,2,5871,RENAPO 
9,2019,3,6558,RENAPO 
9,2019,4,6097,RENAPO 
9,2019,5,6256,RENAPO 
9,2019,6,5680,RENAPO 
9,2019,7,5813,RENAPO 
9,2019,8,6007,RENAPO 
9,2019,9,5877,RENAPO 
9,2019,10,6123,RENAPO 
9,2019,11,6245,RENAPO 
9,2019,12,7348,RENAPO 
9,2020,1,7813,RENAPO 
9,2020,2,6286,RENAPO 
9,2020,3,6353,RENAPO 
9,2020,4,8684,RENAPO 
9,2020,5,17862,RENAPO 
9,2020,6,13593,RENAPO 
9,2020,7,10267,RENAPO 
9,2020,8,10317,RENAPO 
9,2020,9,9529,RENAPO 
9,2020,10,9815,RENAPO 
9,2020,11,8005,RENAPO 
10,2015,1,675,RENAPO 
10,2015,2,547,RENAPO 
10,2015,3,575,RENAPO 
10,2015,4,501,RENAPO 
10,2015,5,530,RENAPO 
10,2015,6,448,RENAPO 
10,2015,7,445,RENAPO 
10,2015,8,468,RENAPO 
10,2015,9,435,RENAPO 
10,2015,10,535,RENAPO 
10,2015,11,608,RENAPO 
10,2015,12,730,RENAPO 
10,2016,1,848,RENAPO 
10,2016,2,865,RENAPO 
10,2016,3,760,RENAPO 
10,2016,4,619,RENAPO 
10,2016,5,669,RENAPO 
10,2016,6,603,RENAPO 
10,2016,7,586,RENAPO 
10,2016,8,628,RENAPO 
10,2016,9,660,RENAPO 
10,2016,10,643,RENAPO 
10,2016,11,606,RENAPO 
10,2016,12,748,RENAPO 
10,2017,1,800,RENAPO 
10,2017,2,717,RENAPO 
10,2017,3,779,RENAPO 
10,2017,4,690,RENAPO 
10,2017,5,696,RENAPO 
10,2017,6,672,RENAPO 
10,2017,7,625,RENAPO 
10,2017,8,632,RENAPO 
10,2017,9,614,RENAPO 
10,2017,10,682,RENAPO 
10,2017,11,682,RENAPO 
10,2017,12,911,RENAPO 
10,2018,1,937,RENAPO 
10,2018,2,729,RENAPO 
10,2018,3,717,RENAPO 
10,2018,4,688,RENAPO 
10,2018,5,708,RENAPO 
10,2018,6,661,RENAPO 
10,2018,7,716,RENAPO 
10,2018,8,686,RENAPO 
10,2018,9,628,RENAPO 
10,2018,10,708,RENAPO 
10,2018,11,747,RENAPO 
10,2018,12,957,RENAPO 
10,2019,1,992,RENAPO 
10,2019,2,777,RENAPO 
10,2019,3,724,RENAPO 
10,2019,4,723,RENAPO 
10,2019,5,674,RENAPO 
10,2019,6,677,RENAPO 
10,2019,7,641,RENAPO 
10,2019,8,679,RENAPO 
10,2019,9,662,RENAPO 
10,2019,10,673,RENAPO 
10,2019,11,710,RENAPO 
10,2019,12,778,RENAPO 
10,2020,1,893,RENAPO 
10,2020,2,828,RENAPO 
10,2020,3,674,RENAPO 
10,2020,4,626,RENAPO 
10,2020,5,675,RENAPO 
10,2020,6,861,RENAPO 
10,2020,7,954,RENAPO 
10,2020,8,923,RENAPO 
10,2020,9,832,RENAPO 
10,2020,10,900,RENAPO 
10,2020,11,1572,RENAPO 
11,2015,1,3136,RENAPO 
11,2015,2,2616,RENAPO 
11,2015,3,2749,RENAPO 
11,2015,4,2316,RENAPO 
11,2015,5,2336,RENAPO 
11,2015,6,2258,RENAPO 
11,2015,7,2361,RENAPO 
11,2015,8,2397,RENAPO 
11,2015,9,2303,RENAPO 
11,2015,10,2398,RENAPO 
11,2015,11,2425,RENAPO 
11,2015,12,2822,RENAPO 
11,2016,1,3001,RENAPO 
11,2016,2,3173,RENAPO 
11,2016,3,3089,RENAPO 
11,2016,4,2492,RENAPO 
11,2016,5,2618,RENAPO 
11,2016,6,2333,RENAPO 
11,2016,7,2501,RENAPO 
11,2016,8,2461,RENAPO 
11,2016,9,2338,RENAPO 
11,2016,10,2476,RENAPO 
11,2016,11,2639,RENAPO 
11,2016,12,2852,RENAPO 
11,2017,1,3058,RENAPO 
11,2017,2,2954,RENAPO 
11,2017,3,3011,RENAPO 
11,2017,4,2734,RENAPO 
11,2017,5,3027,RENAPO 
11,2017,6,2609,RENAPO 
11,2017,7,2668,RENAPO 
11,2017,8,2804,RENAPO 
11,2017,9,2833,RENAPO 
11,2017,10,2950,RENAPO 
11,2017,11,2889,RENAPO 
11,2017,12,3501,RENAPO 
11,2018,1,3648,RENAPO 
11,2018,2,3078,RENAPO 
11,2018,3,2948,RENAPO 
11,2018,4,2807,RENAPO 
11,2018,5,2975,RENAPO 
11,2018,6,2665,RENAPO 
11,2018,7,2798,RENAPO 
11,2018,8,2799,RENAPO 
11,2018,9,2775,RENAPO 
11,2018,10,2851,RENAPO 
11,2018,11,3079,RENAPO 
11,2018,12,3656,RENAPO 
11,2019,1,3636,RENAPO 
11,2019,2,3212,RENAPO 
11,2019,3,3088,RENAPO 
11,2019,4,2996,RENAPO 
11,2019,5,3162,RENAPO 
11,2019,6,2833,RENAPO 
11,2019,7,2870,RENAPO 
11,2019,8,2966,RENAPO 
11,2019,9,2937,RENAPO 
11,2019,10,2982,RENAPO 
11,2019,11,3163,RENAPO 
11,2019,12,3568,RENAPO 
11,2020,1,3858,RENAPO 
11,2020,2,3469,RENAPO 
11,2020,3,3332,RENAPO 
11,2020,4,3112,RENAPO 
11,2020,5,3177,RENAPO 
11,2020,6,4043,RENAPO 
11,2020,7,5842,RENAPO 
11,2020,8,4891,RENAPO 
11,2020,9,3918,RENAPO 
11,2020,10,3965,RENAPO 
11,2020,11,3378,RENAPO 
12,2015,1,851.0,Registro Civil 
12,2015,2,1191.0,Registro Civil 
12,2015,3,1397.0,Registro Civil 
12,2015,4,1430.0,Registro Civil 
12,2015,5,1448.0,Registro Civil 
12,2015,6,1625.0,Registro Civil 
12,2015,7,1757.0,Registro Civil 
12,2015,8,1705.0,Registro Civil 
12,2015,9,1456.0,Registro Civil 
12,2015,10,1380.0,Registro Civil 
12,2015,11,1534.0,Registro Civil 
12,2015,12,1523.0,Registro Civil 
12,2016,1,1655.0,Registro Civil 
12,2016,2,1693.0,Registro Civil 
12,2016,3,1681.0,Registro Civil 
12,2016,4,1621.0,Registro Civil 
12,2016,5,1309.0,Registro Civil 
12,2016,6,1853.0,Registro Civil 
12,2016,7,1428.0,Registro Civil 
12,2016,8,1860.0,Registro Civil 
12,2016,9,1479.0,Registro Civil 
12,2016,10,1476.0,Registro Civil 
12,2016,11,1381.0,Registro Civil 
12,2016,12,1237.0,Registro Civil 
12,2017,1,1774.0,Registro Civil 
12,2017,2,1526.0,Registro Civil 
12,2017,3,1644.0,Registro Civil 
12,2017,4,1375.0,Registro Civil 
12,2017,5,1734.0,Registro Civil 
12,2017,6,1700.0,Registro Civil 
12,2017,7,1414.0,Registro Civil 
12,2017,8,1662.0,Registro Civil 
12,2017,9,1393.0,Registro Civil 
12,2017,10,1621.0,Registro Civil 
12,2017,11,1532.0,Registro Civil 
12,2017,12,1390.0,Registro Civil 
12,2018,1,1730.0,Registro Civil 
12,2018,2,1546.0,Registro Civil 
12,2018,3,1424.0,Registro Civil 
12,2018,4,1628.0,Registro Civil 
12,2018,5,1532.0,Registro Civil 
12,2018,6,1378.0,Registro Civil 
12,2018,7,1331.0,Registro Civil 
12,2018,8,1569.0,Registro Civil 
12,2018,9,1335.0,Registro Civil 
12,2018,10,1310.0,Registro Civil 
12,2018,11,1623.0,Registro Civil 
12,2018,12,1167.0,Registro Civil 
12,2019,1,1818.0,Registro Civil 
12,2019,2,1517.0,Registro Civil 
12,2019,3,1427.0,Registro Civil 
12,2019,4,1329.0,Registro Civil 
12,2019,5,1520.0,Registro Civil 
12,2019,6,1303.0,Registro Civil 
12,2019,7,1465.0,Registro Civil 
12,2019,8,1503.0,Registro Civil 
12,2019,9,1266.0,Registro Civil 
12,2019,10,1497.0,Registro Civil 
12,2019,11,1431.0,Registro Civil 
12,2019,12,1157.0,Registro Civil 
12,2020,1,1710.0,Registro Civil 
12,2020,2,1541.0,Registro Civil 
12,2020,3,1314.0,Registro Civil 
12,2020,4,806.0,Registro Civil 
12,2020,5,1314.0,Registro Civil 
12,2020,6,2560.0,Registro Civil 
12,2020,7,3281.0,Registro Civil 
12,2020,8,2358.0,Registro Civil 
12,2020,9,2150.0,Registro Civil 
12,2020,10,2019.0,Registro Civil 
12,2020,11,1864.0,Registro Civil 
13,2015,1,1477,RENAPO 
13,2015,2,1270,RENAPO 
13,2015,3,1194,RENAPO 
13,2015,4,1172,RENAPO 
13,2015,5,1157,RENAPO 
13,2015,6,1072,RENAPO 
13,2015,7,1107,RENAPO 
13,2015,8,1056,RENAPO 
13,2015,9,1055,RENAPO 
13,2015,10,1151,RENAPO 
13,2015,11,1101,RENAPO 
13,2015,12,1248,RENAPO 
13,2016,1,1368,RENAPO 
13,2016,2,1492,RENAPO 
13,2016,3,1347,RENAPO 
